,SerialNumberContract,Qty,ContractNumber,SerialNumber,is_serialnum
2320,"Scope:
There are two parts to this visit:

1. To perform upgrade on (1) PDU; Tech can assist with turning of transformer, however, rigging services not provided by PDI     
Convert Unit 110-4112 into 110-4465:
Part number:
(6) CKB12366
RAE.SUBFEED BCMS OPTION (MOD07624 Not required, unit currenlt has BCMS)
(18) XMR08246 .250A Solid Core Subfeed CTs
Removal of PDU Half Pan / 4 panels
Retain front input bus
(144ft) WRE.032.THHN.BK    

2. To perform Software upgrades and replace rabbit cards on display
     *The rabbit cards we got are programmed for the BCMS boards, We need rabbit cards               programmed for the displays.
* We need the BCMS upgraded for kWh (13 software)
* We need the display software upgraded.",0,50046000000rCG0AAM,"Scope: There are two parts to this visit: 1. To perform upgrade on (1) PDU; Tech can assist with turning of transformer, however, rigging services not provided by PDI Convert Unit 110-4112 into 110-4465: Part number: (6) CKB12366 RAE.SUBFEED BCMS OPTION (MOD07624 Not required, unit currenlt has BCMS) (18) XMR08246 .250A Solid Core Subfeed CTs Removal of PDU Half Pan / 4 panels Retain front input bus (144ft) WRE.032.THHN.BK 2. To perform Software upgrades and replace rabbit cards on display *The rabbit cards we got are programmed for the BCMS boards, We need rabbit cards programmed for the displays. * We need the BCMS upgraded for kWh (13 software) * We need the display software upgraded. ",True
2321,"During commissioning, tech on site confirmed one STS monitor was bad and needs to be replaced.",0,50046000000rCFyAAM,"During commissioning, tech on site confirmed one STS monitor was bad and needs to be replaced. ",True
2322,"System was running under loaded conditions when a loud noise was noticed and major arc condition occurred in a Onyx Power Hub PDU. The Main breaker in the PDU tripped along with the Main Source 1 MCSW in the static switch tripped. The main breaker feeding source 1 upstream also tripped.  This all happen Saturday Morning early.  Upon investigation of the system there is burnt marks on the main transformer which will need to be replaced.  
serial # 13-17-US-S-1137
Model #: 98-90634-00
400 kVA, 480-208/120vac
 
XMR #: 8-113-040042-081-T13-16-1452
Year of Manufacture: 2013


site
CyrusOne
9999 Westover Hills Blvd
San Antonio, TX  78251",0,50046000000rCFsAAM,"System was running under loaded conditions when a loud noise was noticed and major arc condition occurred in a Onyx Power Hub PDU. The Main breaker in the PDU tripped along with the Main Source 1 MCSW in the static switch tripped. The main breaker feeding source 1 upstream also tripped. This all happen Saturday Morning early. Upon investigation of the system there is burnt marks on the main transformer which will need to be replaced. serial # 13-17-US-S-1137 Model #: 98-90634-00 400 kVA, 480-208/120vac XMR #: 8-113-040042-081-T13-16-1452 Year of Manufacture: 2013 site CyrusOne 9999 Westover Hills Blvd San Antonio, TX 78251 ",True
2323,Information from site: .  My electricians showed me a small problem that needs to be corrected before the panels are energized.  I have attached a couple of pictures that show the breaker rack for one of the vertical power panels.  Un like a standard panel where the breakers are split 24 on one side all odd number and 24 on the other side all even number these panels are in a single line with 42 breaker slots in a single row.  What the picture shows are the three phase strips that the breakers bolt to.  The center one is offset to allow the other phase strips to connect to the individual breakers.  The offset phase strip need a spacer to keep from shorting out the other phase strips.  The problem is the spacer is missing in the breaker slot 41.  The green screw is a place holder because there is a plastic spacer behind the strip to prevent a short circuit and the screw is holding it in position,0,50046000000rCFmAAM,Information from site: . My electricians showed me a small problem that needs to be corrected before the panels are energized. I have attached a couple of pictures that show the breaker rack for one of the vertical power panels. Un like a standard panel where the breakers are split 24 on one side all odd number and 24 on the other side all even number these panels are in a single line with 42 breaker slots in a single row. What the picture shows are the three phase strips that the breakers bolt to. The center one is offset to allow the other phase strips to connect to the individual breakers. The offset phase strip need a spacer to keep from shorting out the other phase strips. The problem is the spacer is missing in the breaker slot 41. The green screw is a place holder because there is a plastic spacer behind the strip to prevent a short circuit and the screw is holding it in position ,True
2324,"broken pins

site
Crawford Electric
White Settlement TX",0,50046000000rCFgAAM,broken pins site Crawford Electric White Settlement TX ,True
2325,"Scope:
Need to inspect PDU 40 that transfered to
alternate source; find out why it transferred",0,50046000000rCFfAAM,Scope: Need to inspect PDU 40 that transfered to alternate source; find out why it transferred ,True
2326,"Scope:
To verify and validate the settings; CT ratio is correct; make sure the set up is correct; 350-0285-1-2",0,50046000000rCFbAAM,Scope: To verify and validate the settings; CT ratio is correct; make sure the set up is correct; 350-0285-1-2 ,True
2327,"Main breaker tripped. EPO alarm was on the main screen, but no one was in the data center to touch it.",0,50046000000rCFeAAM,"Main breaker tripped. EPO alarm was on the main screen, but no one was in the data center to touch it. ",True
2328,"Tap off boxes were not configured, Voltage was disabled, Current was disable, Breaker size wrong. Customer installed Boxes and they were  getting  wrong info out of the boxes remotely. Tech had to Login into each and feed and configured  all Tap off boxes.",0,50046000000rCMkAAM,"Tap off boxes were not configured, Voltage was disabled, Current was disable, Breaker size wrong. Customer installed Boxes and they were getting wrong info out of the boxes remotely. Tech had to Login into each and feed and configured all Tap off boxes. ",True
2329,"during commissioning, some unit were  found to have a bad color display

Site address:
Digital Realty
suite 170
907 Security Row
Richardson, TX 75080

Contact: 
Mark Brown
602-769-8837",0,50046000000rCMjAAM,"during commissioning, some unit were found to have a bad color display Site address: Digital Realty suite 170 907 Security Row Richardson, TX 75080 Contact: Mark Brown 602-769-8837 ",True
2330,"During SU, one of the monitors would not stay on; kept restarting",0,50046000003eejeAAA,"During SU, one of the monitors would not stay on; kept restarting ",True
2331,"RPPs has a bad CT strips.
Also 2 mounting breaker fingers for A & C, and 4 covers for empty breaker slots
serial # 180-2528

site
Digital Realty
Richardson, TX",0,50046000004MoksAAC,"RPPs has a bad CT strips. Also 2 mounting breaker fingers for A & C, and 4 covers for empty breaker slots serial # 180-2528 site Digital Realty Richardson, TX ",True
2332,PCB11734 Rev E. BCMS Plus HV - boards found to be bad during commissioning. No communication coming from BCMS,0,50046000007PNixAAG,PCB11734 Rev E. BCMS Plus HV - boards found to be bad during commissioning. No communication coming from BCMS ,True
2333,Cracked screen found on PCA16209,0,50046000007EbjhAAC,Cracked screen found on PCA16209 ,True
2334,"Scope:
See email with punchlist items; Best to talk to John prior to the site visit for guidance and direction
DM 01/11/2017 discussed with John Wood as this is Bussway",0,50046000000rCAcAAM,Scope: See email with punchlist items; Best to talk to John prior to the site visit for guidance and direction DM 01/11/2017 discussed with John Wood as this is Bussway ,True
2335,"alarm comm error 1 on front panel

site
City of Raleith
2320 Westinghouse Blvd
Raleigh, NC  27604",0,50046000005PNuJAAW,"alarm comm error 1 on front panel site City of Raleith 2320 Westinghouse Blvd Raleigh, NC 27604 ",True
2336,"S4 inverter would not power up.

site
GE customer
Beckerle Consultants
2275 Cassens Dr , suite 135
Fenton, MO  63026",0,50046000000rCHCAA2,"S4 inverter would not power up. site GE customer Beckerle Consultants 2275 Cassens Dr , suite 135 Fenton, MO 63026 ",True
2337,"All end feeds and Tap-off boxes were not configured. Voltage was not enable, Breaker sizes not set and were reading 65555.",0,50046000000rCHTAA2,"All end feeds and Tap-off boxes were not configured. Voltage was not enable, Breaker sizes not set and were reading 65555. ",True
2338,"Infinity RPP upgrade
8 units

site
IBM Cloud
Digital Realty
907 Security Row 
Richardson, tX",0,50046000007NplEAAS,"Infinity RPP upgrade 8 units site IBM Cloud Digital Realty 907 Security Row Richardson, tX ",True
2339,"RPP has a CT strip that is bad (broken) and needs to be replaced.
189-0014-42

site
QTS
Irving, TX",0,50046000001Fh6PAAS,"RPP has a CT strip that is bad (broken) and needs to be replaced. 189-0014-42 site QTS Irving, TX ",True
2340,"sales entered the financial wrong.  unit was supposed to be white, but he entered all of his paperwork for the unit to be black.

site
ServerCentral
2200 Busse Rd
Elk Grove Village, IL  60007",0,50046000007OnXOAA0,"sales entered the financial wrong. unit was supposed to be white, but he entered all of his paperwork for the unit to be black. site ServerCentral 2200 Busse Rd Elk Grove Village, IL 60007 ",True
2341,"SAS 2 Fiber RX, SAS 2 in control alarm going in and out
411-0317

site
Data Foundry
4100 Smith School Rd
Austin, TX",0,50046000006X9vFAAS,"SAS 2 Fiber RX, SAS 2 in control alarm going in and out 411-0317 site Data Foundry 4100 Smith School Rd Austin, TX ",True
2342,WA order for (1) 20 ft jcomm cable. They will send back the standard 10 ft once they get the longer cable. Cost is the same.,0,50046000003eMLFAA2,WA order for (1) 20 ft jcomm cable. They will send back the standard 10 ft once they get the longer cable. Cost is the same. ,True
2343,Surge cap modules; Customer wanted caps replaced,0,50046000003eggSAAQ,Surge cap modules; Customer wanted caps replaced ,True
2344,"broken coupler

site
Microsoft
280 Northwestern Pkwy
Santa Clara, CA",0,50046000002TYHcAAO,"broken coupler site Microsoft 280 Northwestern Pkwy Santa Clara, CA ",True
2345,"bad display found during PM.  Buttons not working. Will need to be calibrated

site
Blue Cross Blue Shield of TX
4002 E. Loop 322 & 300 Ind'l
Abilene, TX  79602",0,50046000005PjdkAAC,"bad display found during PM. Buttons not working. Will need to be calibrated site Blue Cross Blue Shield of TX 4002 E. Loop 322 & 300 Ind'l Abilene, TX 79602 ",True
2346,"breaker will not close.
T15-43-US-S-2410

site
CyrusOne
1649 W Frankford 
Carrollton, TX",0,50046000002TW6TAAW,"breaker will not close. T15-43-US-S-2410 site CyrusOne 1649 W Frankford Carrollton, TX ",True
2347,"STS has a fan logic alarm and a summary alarm

site
CyrusOne
2905 Diehl Rd
Aurora, IL  60502",0,50046000005Pk1SAAS,"STS has a fan logic alarm and a summary alarm site CyrusOne 2905 Diehl Rd Aurora, IL 60502 ",True
2348,"gibberish on the display
110-1898-1
110-1898-2

site
Best Buy
Bloomington, MN",0,50046000006XETmAAO,"gibberish on the display 110-1898-1 110-1898-2 site Best Buy Bloomington, MN ",True
2349,"SO25783 floorstand height is incorrect.  They got 36"" they need 24""

The site is modifying (4) floorstands.  

We need an RMA to return (8) floorstands and send them new ones.  The part number is MIS09213 for the new ones.",0,50046000000rCATAA2,"SO25783 floorstand height is incorrect. They got 36"" they need 24"" The site is modifying (4) floorstands. We need an RMA to return (8) floorstands and send them new ones. The part number is MIS09213 for the new ones. ",True
2350,APC transformer failed during testing at APC facility,0,50046000000rCAQAA2,APC transformer failed during testing at APC facility ,True
2351,"bad engage lever on the tap off box.  The fiber glass fingers on the inside of the enclosure were snapped off and rattling when the guys took it out of the box.


site
Egan - JFB Data Center
9000 Plymouth Ave N
Golden Valley, MN  55427",0,50046000000rCANAA2,"bad engage lever on the tap off box. The fiber glass fingers on the inside of the enclosure were snapped off and rattling when the guys took it out of the box. site Egan - JFB Data Center 9000 Plymouth Ave N Golden Valley, MN 55427 ",True
2352,"Phase Difference issue came back on another unit; Per John Wood, M4G needs to be replaced to see if it corrects the issue
10/11/16 - Obin onsite and replaced the board. Problem was not resolved. Need to fix software to correct the noise issue onsite with the one unit. notes below",0,50046000000rCAJAA2,"Phase Difference issue came back on another unit; Per John Wood, M4G needs to be replaced to see if it corrects the issue 10/11/16 - Obin onsite and replaced the board. Problem was not resolved. Need to fix software to correct the noise issue onsite with the one unit. notes below ",True
2353,STS screen is flickering on and off.,0,50046000000rCAGAA2,STS screen is flickering on and off. ,True
2354,"troubleshoot RPP display, serial # 180-1843-6 ( RPP-3GRN-01-02-F062 )
when trying to operate the user buttons, the screen goes blank and then will come back on in about 3 seconds.

site
T5
6653 Pinecrest Drive
Plano, TX  75024",0,50046000000rCA3AAM,"troubleshoot RPP display, serial # 180-1843-6 ( RPP-3GRN-01-02-F062 ) when trying to operate the user buttons, the screen goes blank and then will come back on in about 3 seconds. site T5 6653 Pinecrest Drive Plano, TX 75024 ",True
2355,"tap off box caught fire
550-5428-TAP-
site
Reliance
Jamnagar",0,50046000000rC9kAAE,tap off box caught fire 550-5428-TAP- site Reliance Jamnagar ,True
2356,"panels damaged in transit.  will need to replace

site
N1 Critical Technologies
Fort Bend Data Center
16431 Lexington Blvd
Sugar Land, TX  77479",0,50046000000rC9dAAE,"panels damaged in transit. will need to replace site N1 Critical Technologies Fort Bend Data Center 16431 Lexington Blvd Sugar Land, TX 77479 ",True
2357,PDUs from ONYX received shipping damages via Old Dominion Freight,0,50046000000rC9ZAAU,PDUs from ONYX received shipping damages via Old Dominion Freight ,True
2358,"We did not include the lugs on the Compact RPPs built in SISC. These lugs do not appear on either of BOMs for the RPPs. After talking with SIRV Engineering, I was told that the lugs are a floor stocked item, held in a Kanban, and are installed on RPPs as standard work. There units were originally released to Richmond for production but the job was transferred to SISC due to capacity opportunities. Because this item was not on the SIRV BOM, SISC was not aware that they needed. 


QTS
6431 Longhorn Dr
Irving, TX",0,50046000000rC9TAAU,"We did not include the lugs on the Compact RPPs built in SISC. These lugs do not appear on either of BOMs for the RPPs. After talking with SIRV Engineering, I was told that the lugs are a floor stocked item, held in a Kanban, and are installed on RPPs as standard work. There units were originally released to Richmond for production but the job was transferred to SISC due to capacity opportunities. Because this item was not on the SIRV BOM, SISC was not aware that they needed. QTS 6431 Longhorn Dr Irving, TX ",True
2359,"Start up: Completed start up of 1 of 2 remaining primary STS's. One sts had an issue with loose wires on the SCR connections. See attached pictures

Commissioning: completed commissioning on 5 primary STSs. One unit had an issue with the output DCPS. The transformer board malfunctioned and blew output fuses in the output fuse block. Had to take boards from another unit to fix.",0,50046000001FfsJAAS,Start up: Completed start up of 1 of 2 remaining primary STS's. One sts had an issue with loose wires on the SCR connections. See attached pictures Commissioning: completed commissioning on 5 primary STSs. One unit had an issue with the output DCPS. The transformer board malfunctioned and blew output fuses in the output fuse block. Had to take boards from another unit to fix. ,True
2360,"display has gradually dimmed.  need to replace
serial # 110-3928

site
Digital Realty
12231 N Freeway
Houston, TX  77060",0,50046000000rCAYAA2,"display has gradually dimmed. need to replace serial # 110-3928 site Digital Realty 12231 N Freeway Houston, TX 77060 ",True
2361,"wrong door was installed on the PDU.  The door that was installed does not close properly.  The opening for the breaker is not the right size and the door does not close.
serial # 112-0008-2

*** how did this leave the factory without someone realizing that the door will not close properly ****

site
Netscape / Tektronix
3033 W Pres George Bush Freeway
Plano, TX  75075",0,50046000000rCAbAAM,"wrong door was installed on the PDU. The door that was installed does not close properly. The opening for the breaker is not the right size and the door does not close. serial # 112-0008-2 *** how did this leave the factory without someone realizing that the door will not close properly **** site Netscape / Tektronix 3033 W Pres George Bush Freeway Plano, TX 75075 ",True
2362,The boards were shipped with the incorrect software. new boards were shipped so these can be placed back in stock. Please give to John Wood,0,50046000001Fg0mAAC,The boards were shipped with the incorrect software. new boards were shipped so these can be placed back in stock. Please give to John Wood ,True
2363,Units are not communicating,0,50046000001FftMAAS,Units are not communicating ,True
2364,"fingers will not engage on box.
A51-0454-16

site
Chevron
San Antonio, TX",0,50046000001Fg0DAAS,"fingers will not engage on box. A51-0454-16 site Chevron San Antonio, TX ",True
2365,"Customer ordered too many breakers and need to return 65 breakers for credit.

site
Servercentral
Elk Grove Village, IL",0,50046000007NnZoAAK,"Customer ordered too many breakers and need to return 65 breakers for credit. site Servercentral Elk Grove Village, IL ",True
2366,"On going punch list items

site
QTS 
6431 Longhorn Dr 
Irving, TX",0,50046000000rCB0AAM,"On going punch list items site QTS 6431 Longhorn Dr Irving, TX ",True
2367,"Display on STS is not working properly
411-0282-17
screen was black.  but has since come back up.  Need to troubleshoot and possibly replace the STS monitor.

site
Ascent
suite 300
505 N Railroad Ave
Northlake, IL",0,50046000000rCAxAAM,"Display on STS is not working properly 411-0282-17 screen was black. but has since come back up. Need to troubleshoot and possibly replace the STS monitor. site Ascent suite 300 505 N Railroad Ave Northlake, IL ",True
2368,"Scope:
To inspect and work on the communication issue on the (4) STSs

Site address:
Cyrus One
21111 Ridgetop Circle
Sterling, VA 20166

Contact:
Bogdan Cozma w/HITT
703-946-9927",0,50046000000rCAqAAM,"Scope: To inspect and work on the communication issue on the (4) STSs Site address: Cyrus One 21111 Ridgetop Circle Sterling, VA 20166 Contact: Bogdan Cozma w/HITT 703-946-9927 ",True
2369,"Per customer, one BCMS and one touch screen monitor failed.",0,50046000000rCAjAAM,"Per customer, one BCMS and one touch screen monitor failed. ",True
2370,Broken logic box. Weld is broken in one corner causing the bottom of the box to hang.,0,50046000000rCAiAAM,Broken logic box. Weld is broken in one corner causing the bottom of the box to hang. ,True
2371,"Issue #1 Customer cant communicate 2 wire communication. 
Issue #2 cant calibrate switch voltage and switch settings. after reset  Getting zero voltage readings",0,50046000000rCBQAA2,Issue #1 Customer cant communicate 2 wire communication. Issue #2 cant calibrate switch voltage and switch settings. after reset Getting zero voltage readings ,True
2372,Move BCMS from left side to right side of unit. Factory installed it incorrectly,0,50046000000rCBLAA2,Move BCMS from left side to right side of unit. Factory installed it incorrectly ,True
2373,4/10 EFs are not powering up on the logic boards; may be due to blown fuses or loose wiring,0,50046000000rCBKAA2,4/10 EFs are not powering up on the logic boards; may be due to blown fuses or loose wiring ,True
2374,CT strips damaged upon arrival,0,50046000000rCBCAA2,CT strips damaged upon arrival ,True
2375,Display showing comm errors,0,50046000000rCBAAA2,Display showing comm errors ,True
2376,When EF are turned off and back on they loose calibration and configuration settings.,0,50046000000rCB9AAM,When EF are turned off and back on they loose calibration and configuration settings. ,True
2377,Sent the wrong size floor stands and no cable landing plates,0,50046000005jvInAAI,Sent the wrong size floor stands and no cable landing plates ,True
2378,"RPP # 20.1 - may need new BCMS board.  showing current on neutral with no load applied.
RPP # 13-1 -- new display needed.
180-2389-10

site
Thomson Reuters
610 Opperman Drive
Eagan, MN  55123\",0,50046000000rCB7AAM,"RPP # 20.1 - may need new BCMS board. showing current on neutral with no load applied. RPP # 13-1 -- new display needed. 180-2389-10 site Thomson Reuters 610 Opperman Drive Eagan, MN 55123\ ",True
2379,"PDU damaged in transit.  will need to be returned for repairs

site
GE Zenith
GE Mexico",0,50046000000rC6CAAU,PDU damaged in transit. will need to be returned for repairs site GE Zenith GE Mexico ,True
2380,a bad output breaker came up at DLR Miami during commissioning and needs to be replaced. bad lug on the breaker,0,50046000000rC0NAAU,a bad output breaker came up at DLR Miami during commissioning and needs to be replaced. bad lug on the breaker ,True
2381,"Site received 2 LH 9'2"" starter rails instead of 1 RH and 1 LH. RH rail needs to be sent to customer",0,50046000000rC09AAE,"Site received 2 LH 9'2"" starter rails instead of 1 RH and 1 LH. RH rail needs to be sent to customer ",True
2382,"repairs needed. found during PM

STS20134-413B
SAS board replacement

STS
Display replacement

site
CyrusOne
1649 W Frankford Rd
Carrollton, TX  75007",0,50046000003n09pAAA,"repairs needed. found during PM STS20134-413B SAS board replacement STS Display replacement site CyrusOne 1649 W Frankford Rd Carrollton, TX 75007 ",True
2383,Bad board -  PCB11555,0,50046000006XNDVAA4,Bad board - PCB11555 ,True
2384,"Pulse gate board arched due to installation error. arc burned board, wires, SCR, etc.",0,50046000006aCJYAA2,"Pulse gate board arched due to installation error. arc burned board, wires, SCR, etc. ",True
2385,"broken breaker assembly on tap off box
Also, matallic tab will not extend out when the latch is operated. latch simply slides bac and forth with no resistance.

site
Vertiv
209 Countryside Rd
Kings Mountain, NC  28086",0,50046000005jhTRAAY,"broken breaker assembly on tap off box Also, matallic tab will not extend out when the latch is operated. latch simply slides bac and forth with no resistance. site Vertiv 209 Countryside Rd Kings Mountain, NC 28086 ",True
2386,"PDU giving ""Therm over temp"" alarm",0,50046000002TdznAAC,"PDU giving ""Therm over temp"" alarm ",True
2387,To inspect and repair (1) LKO (PDU 4B02) transferred between input sources back and forth causing end devices to see a power disturbance; Possible issue with power supply and/or V-Detect; 451-0015-10b,0,50046000003eWbRAAU,To inspect and repair (1) LKO (PDU 4B02) transferred between input sources back and forth causing end devices to see a power disturbance; Possible issue with power supply and/or V-Detect; 451-0015-10b ,True
2388,"Thomson Reuters genereated an electronic order by mistake and we shipped it not knowing

site
Thomson Reuters",0,50046000002TW7qAAG,Thomson Reuters genereated an electronic order by mistake and we shipped it not knowing site Thomson Reuters ,True
2389,"punch list items from start up of 40 RPPs

1-switching power supply
1-touchscreen color monitor
24- 30A, 3P breakers  BCB20411

site
QTS
6431 Longhorn
Irving, TX",0,50046000002TWKLAA4,"punch list items from start up of 40 RPPs 1-switching power supply 1-touchscreen color monitor 24- 30A, 3P breakers BCB20411 site QTS 6431 Longhorn Irving, TX ",True
2390,SCRs need to be replaced in 2000A STS,0,50046000005k3Q0AAI,SCRs need to be replaced in 2000A STS ,True
2391,"Please refer to attached PDF. The readings obtained from P1-DRM1-MN2 indicates temp as high as 118degF, which is about 28degF higher than the similar readings obtained from P1-DRM4-MN2. 

Are the temperature readings a concern  and do you recommend replacement?",0,50046000002TVIdAAO,"Please refer to attached PDF. The readings obtained from P1-DRM1-MN2 indicates temp as high as 118degF, which is about 28degF higher than the similar readings obtained from P1-DRM4-MN2. Are the temperature readings a concern and do you recommend replacement? ",True
2392,Monitor is dead on RPP 180-1232-40,0,50046000001FdLqAAK,Monitor is dead on RPP 180-1232-40 ,True
2393,"customer ordered (16) BCB06441, but received BCB06444 instead.
labels in shipping were put on wrong boxes.
Other customer received QTS's breakers and will return them.

site
QTS
Irving, TX",0,50046000002TSWdAAO,"customer ordered (16) BCB06441, but received BCB06444 instead. labels in shipping were put on wrong boxes. Other customer received QTS's breakers and will return them. site QTS Irving, TX ",True
2394,"2 Bad CT strip
189-0014

site
QTS
6431 Longhorn Dr
Irving, TX",0,50046000002TQ6dAAG,"2 Bad CT strip 189-0014 site QTS 6431 Longhorn Dr Irving, TX ",True
2395,"Scope: 
To inspect and repair (1) PDU with Comm 1 Error; 110-4388",0,50046000002TQuOAAW,Scope: To inspect and repair (1) PDU with Comm 1 Error; 110-4388 ,True
2396,"board is unable to communicate and will not light up.
PCA32107

site
Fidelity Real Estate
Papillion, NE",0,50046000005PnB0AAK,"board is unable to communicate and will not light up. PCA32107 site Fidelity Real Estate Papillion, NE ",True
2397,"CT strips broken/not functioning

site
Amerisource
Richardson, TX",0,50046000005PmipAAC,"CT strips broken/not functioning site Amerisource Richardson, TX ",True
2398,Display has gone bad on the unit,0,50046000002TZxeAAG,Display has gone bad on the unit ,True
2399,transformer shorted c phase to ground,0,50046000003eliIAAQ,transformer shorted c phase to ground ,True
2400,PDU screen is blank and has no lights,0,50046000002TSPcAAO,PDU screen is blank and has no lights ,True
2401,parts not used in fix.,0,50046000006ax7YAAQ,parts not used in fix. ,True
2402,"The P.O., Order Confirmation indicate (108) 20A 3P Square D QOB320VH, Bolt-On 22kAIC Branch Breakers but site indicated they received (108) 40A 1P instead.",0,50046000002TMgSAAW,"The P.O., Order Confirmation indicate (108) 20A 3P Square D QOB320VH, Bolt-On 22kAIC Branch Breakers but site indicated they received (108) 40A 1P instead. ",True
2403,"A1-PDU-3,  serial # 110-4651
issues with phase imbalance

site
site 
Stream 
1708 West Creek 
Chaska, MN",0,50046000005Of3QAAS,"A1-PDU-3, serial # 110-4651 issues with phase imbalance site site Stream 1708 West Creek Chaska, MN ",True
2404,Obin didn't set our password up on STS B5 when he was here last. I need the default asap. Obin didn't calibrate the values either. My voltages are showing in the 450' right now on A5 where the all the others match the output of the UPS. This could cause nuisance transfers.,0,50046000001FhVZAA0,Obin didn't set our password up on STS B5 when he was here last. I need the default asap. Obin didn't calibrate the values either. My voltages are showing in the 450' right now on A5 where the all the others match the output of the UPS. This could cause nuisance transfers. ,True
2405,"the customer would like to go ahead with the repair of the DEFECT TOB Knob that is very hard to close for installation . They would like to send only one to start to see what is the problem and the time to fix it, then they will send bigger quantity depending on the lead time to fix it",0,50046000002TQunAAG,"the customer would like to go ahead with the repair of the DEFECT TOB Knob that is very hard to close for installation . They would like to send only one to start to see what is the problem and the time to fix it, then they will send bigger quantity depending on the lead time to fix it ",True
2406,"(4) boxes that need re-phasing from A-B, B-C to  A-N",0,50046000004NGrtAAG,"(4) boxes that need re-phasing from A-B, B-C to A-N ",True
2407,"Scope:
Upgrade PDUs and RPPs",0,50046000003efwZAAQ,Scope: Upgrade PDUs and RPPs ,True
2408,"During SU, tech confirmed the DCPS S1S2 board is bad and needs to be replaced. sending new board and EPO button to replace",0,50046000002TSWsAAO,"During SU, tech confirmed the DCPS S1S2 board is bad and needs to be replaced. sending new board and EPO button to replace ",True
2409,"Recently, we had Eliezer Azran out to look at several alarms, however, we were unable to look at many of them due to our customer asking us to ìholdî regarding power equipment maintenance and at that time we could not address the issues.
We are now able to commence maintenance and would like to have Eliezer out again. 
Please let me know when we can schedule a service call. 

Some of the main issues are as follows:
ZD# 930056 -10-15 - c0361 - PDU B10-3 Is Reporting Amperage But Not Reporting KW 11/08/2017
ZD# 1003243 NVA1-2 - CBRE - 1601 - USVA - 1220 - STS-B20-1 - Abnormal Noise -",0,50046000003nF34AAE,"Recently, we had Eliezer Azran out to look at several alarms, however, we were unable to look at many of them due to our customer asking us to ìholdî regarding power equipment maintenance and at that time we could not address the issues. We are now able to commence maintenance and would like to have Eliezer out again. Please let me know when we can schedule a service call. Some of the main issues are as follows: ZD# 930056 -10-15 - c0361 - PDU B10-3 Is Reporting Amperage But Not Reporting KW 11/08/2017 ZD# 1003243 NVA1-2 - CBRE - 1601 - USVA - 1220 - STS-B20-1 - Abnormal Noise - ",True
2410,two PCB15632 boards damaged and cannot mount,0,50046000007E5XKAA0,two PCB15632 boards damaged and cannot mount ,True
2411,I have reviewed the emails and spoke with our technician. It appears the one system had never been powered up before due to the power inserter board. Once the board was replaced the endfeed boards were operational. The Modbus address was not changed in the endfeed since they did not have the Modbus address. It appears we need to get the Modbus address for both endfeed and verify the Modbus address in each endfeed is correct. I agree with the statement it appears there is a Modbus conflict between the Endfeed.  We can schedule a return trip or someone can plug into the endfeed and verify the Modbus address / change once the addresses are provided.,0,50046000000rCMPAA2,I have reviewed the emails and spoke with our technician. It appears the one system had never been powered up before due to the power inserter board. Once the board was replaced the endfeed boards were operational. The Modbus address was not changed in the endfeed since they did not have the Modbus address. It appears we need to get the Modbus address for both endfeed and verify the Modbus address in each endfeed is correct. I agree with the statement it appears there is a Modbus conflict between the Endfeed. We can schedule a return trip or someone can plug into the endfeed and verify the Modbus address / change once the addresses are provided. ,True
2412,"Unit giving SAS DC failure and SAS 2 failure alarm 

JOC Building 

SN: 452-0052 

Site Address: 
9489 Rockenbach Rd. 
Fort Meade, MD 20755 

Site Contact: 
AMIT SIRSIKAR 
7637677995",0,50046000005PmOzAAK,"Unit giving SAS DC failure and SAS 2 failure alarm JOC Building SN: 452-0052 Site Address: 9489 Rockenbach Rd. Fort Meade, MD 20755 Site Contact: AMIT SIRSIKAR 7637677995 ",True
2413,"boards failed during start up 
s1/s2 dcps board  and the transformer board 
energized unit and started smelling an electrical burn  turned off unit. inspected and found right side of transformer burnt.
site

CyrusOne
2554 Westover Hills
San Antonio, TX",0,50046000006a74iAAA,"boards failed during start up s1/s2 dcps board and the transformer board energized unit and started smelling an electrical burn turned off unit. inspected and found right side of transformer burnt. site CyrusOne 2554 Westover Hills San Antonio, TX ",True
2414,"install lantronix on 4 PDUs.

site
Lowe's Data Ctr
5644 University Parkway
Winston Salem, NC  27105",0,50046000004MzUfAAK,"install lantronix on 4 PDUs. site Lowe's Data Ctr 5644 University Parkway Winston Salem, NC 27105 ",True
2415,"Amber
Can you please provide Wayne an RMA to return the breakers that were not even unpacked,  they should have been returned in October 2017

We can place these breakers back in stock and use for other projects 

This has been a long series of mistakes on our part

I would like to get this picked up this week or early next week.

Regards
Pat",0,50046000003pCtiAAE,"Amber Can you please provide Wayne an RMA to return the breakers that were not even unpacked, they should have been returned in October 2017 We can place these breakers back in stock and use for other projects This has been a long series of mistakes on our part I would like to get this picked up this week or early next week. Regards Pat ",True
2416,TOB have the wrong receptacles,0,50046000005mkJAAAY,TOB have the wrong receptacles ,True
2417,One of the original breakers went bad within a week after putting it into service.  I had the installer come back to verify wiring and it was found that the breaker was bad.  I used one of my spare breakers to replace the bad breaker and would like to backfill that spare now that someone has to come out.,0,50046000003ebFeAAI,One of the original breakers went bad within a week after putting it into service. I had the installer come back to verify wiring and it was found that the breaker was bad. I used one of my spare breakers to replace the bad breaker and would like to backfill that spare now that someone has to come out. ,True
